# Q2	W	Sigma_L(GeV^-2)	Sigma_T(GeV^-2)	R
7.093000e+00	1.307136e+00	5.080618e-07	6.868414e-04	7.397076e-04
7.093000e+00	1.314322e+00	5.533427e-07	7.175970e-04	7.711051e-04
7.093000e+00	1.321508e+00	6.015210e-07	7.495033e-04	8.025596e-04
7.093000e+00	1.328693e+00	6.516612e-07	7.828140e-04	8.324599e-04
7.093000e+00	1.335879e+00	7.043086e-07	8.176958e-04	8.613332e-04
7.093000e+00	1.343065e+00	7.605921e-07	8.538649e-04	8.907639e-04
7.093000e+00	1.350251e+00	8.205024e-07	8.908781e-04	9.210041e-04
7.093000e+00	1.357437e+00	8.833134e-07	9.283650e-04	9.514722e-04
7.093000e+00	1.364623e+00	9.496280e-07	9.661207e-04	9.829290e-04
7.093000e+00	1.371809e+00	1.019952e-06	1.003987e-03	1.015901e-03
7.093000e+00	1.378995e+00	1.093933e-06	1.041973e-03	1.049867e-03
7.093000e+00	1.386181e+00	1.171118e-06	1.080375e-03	1.083992e-03
7.093000e+00	1.393367e+00	1.252432e-06	1.119502e-03	1.118741e-03
7.093000e+00	1.400553e+00	1.337880e-06	1.159629e-03	1.153714e-03
7.093000e+00	1.407739e+00	1.426387e-06	1.201000e-03	1.187666e-03
7.093000e+00	1.414925e+00	1.518327e-06	1.243803e-03	1.220713e-03
7.093000e+00	1.422111e+00	1.615154e-06	1.287798e-03	1.254199e-03
7.093000e+00	1.429296e+00	1.717247e-06	1.332509e-03	1.288732e-03
7.093000e+00	1.436482e+00	1.823616e-06	1.377542e-03	1.323819e-03
7.093000e+00	1.443668e+00	1.934206e-06	1.422797e-03	1.359439e-03
7.093000e+00	1.450854e+00	2.049584e-06	1.468272e-03	1.395916e-03
7.093000e+00	1.458040e+00	2.170026e-06	1.514011e-03	1.433296e-03
7.093000e+00	1.465226e+00	2.295209e-06	1.560195e-03	1.471104e-03
7.093000e+00	1.472412e+00	2.425693e-06	1.607016e-03	1.509439e-03
7.093000e+00	1.479598e+00	2.561552e-06	1.654674e-03	1.548070e-03
7.093000e+00	1.486784e+00	2.701715e-06	1.703384e-03	1.586087e-03
7.093000e+00	1.493970e+00	2.846368e-06	1.753332e-03	1.623406e-03
7.093000e+00	1.501156e+00	2.997051e-06	1.804342e-03	1.661021e-03
7.093000e+00	1.508342e+00	3.154511e-06	1.855956e-03	1.699669e-03
7.093000e+00	1.515528e+00	3.317762e-06	1.907769e-03	1.739080e-03
7.093000e+00	1.522714e+00	3.486187e-06	1.959723e-03	1.778918e-03
7.093000e+00	1.529899e+00	3.660242e-06	2.011917e-03	1.819281e-03
7.093000e+00	1.537085e+00	3.840643e-06	2.064451e-03	1.860370e-03
7.093000e+00	1.544271e+00	4.027265e-06	2.117437e-03	1.901953e-03
7.093000e+00	1.551457e+00	4.220374e-06	2.170986e-03	1.943990e-03
7.093000e+00	1.558643e+00	4.420089e-06	2.225226e-03	1.986355e-03
7.093000e+00	1.565829e+00	4.625473e-06	2.280327e-03	2.028425e-03
7.093000e+00	1.573015e+00	4.836546e-06	2.336445e-03	2.070044e-03
7.093000e+00	1.580201e+00	5.054659e-06	2.393483e-03	2.111842e-03
7.093000e+00	1.587387e+00	5.280776e-06	2.451045e-03	2.154500e-03
7.093000e+00	1.594573e+00	5.514127e-06	2.508758e-03	2.197951e-03
7.093000e+00	1.601759e+00	5.753841e-06	2.566553e-03	2.241856e-03
7.093000e+00	1.608945e+00	6.000191e-06	2.624552e-03	2.286177e-03
7.093000e+00	1.616131e+00	6.254017e-06	2.682872e-03	2.331090e-03
7.093000e+00	1.623317e+00	6.515392e-06	2.741591e-03	2.376500e-03
7.093000e+00	1.630503e+00	6.784385e-06	2.800768e-03	2.422330e-03
7.093000e+00	1.637688e+00	7.061126e-06	2.860475e-03	2.468515e-03
7.093000e+00	1.644874e+00	7.344945e-06	2.920822e-03	2.514684e-03
7.093000e+00	1.652060e+00	7.635772e-06	2.981923e-03	2.560687e-03
7.093000e+00	1.659246e+00	7.934569e-06	3.043743e-03	2.606846e-03
7.093000e+00	1.666432e+00	8.242260e-06	3.106000e-03	2.653657e-03
7.093000e+00	1.673618e+00	8.558418e-06	3.168412e-03	2.701170e-03
7.093000e+00	1.680804e+00	8.882226e-06	3.230894e-03	2.749154e-03
7.093000e+00	1.687990e+00	9.213773e-06	3.293547e-03	2.797523e-03
7.093000e+00	1.695176e+00	9.553770e-06	3.356472e-03	2.846373e-03
7.093000e+00	1.702362e+00	9.902434e-06	3.419724e-03	2.895682e-03
7.093000e+00	1.709548e+00	1.025977e-05	3.483335e-03	2.945386e-03
7.093000e+00	1.716734e+00	1.062590e-05	3.547342e-03	2.995453e-03
7.093000e+00	1.723920e+00	1.100037e-05	3.611814e-03	3.045665e-03
7.093000e+00	1.731106e+00	1.138308e-05	3.676827e-03	3.095898e-03
7.093000e+00	1.738291e+00	1.177465e-05	3.742378e-03	3.146301e-03
7.093000e+00	1.745477e+00	1.217590e-05	3.808275e-03	3.197221e-03
7.093000e+00	1.752663e+00	1.258664e-05	3.874306e-03	3.248747e-03
7.093000e+00	1.759849e+00	1.300621e-05	3.940382e-03	3.300749e-03
7.093000e+00	1.767035e+00	1.343459e-05	4.006570e-03	3.353140e-03
7.093000e+00	1.774221e+00	1.387231e-05	4.072947e-03	3.405964e-03
7.093000e+00	1.781407e+00	1.431965e-05	4.139553e-03	3.459226e-03
7.093000e+00	1.788593e+00	1.477659e-05	4.206405e-03	3.512878e-03
7.093000e+00	1.795779e+00	1.524322e-05	4.273519e-03	3.566901e-03
7.093000e+00	1.802965e+00	1.571929e-05	4.340937e-03	3.621174e-03
7.093000e+00	1.810151e+00	1.620468e-05	4.408708e-03	3.675608e-03
7.093000e+00	1.817337e+00	1.669979e-05	4.476845e-03	3.730258e-03
7.093000e+00	1.824523e+00	1.720519e-05	4.545236e-03	3.785325e-03
7.093000e+00	1.831709e+00	1.772088e-05	4.613744e-03	3.840890e-03
7.093000e+00	1.838894e+00	1.824642e-05	4.682291e-03	3.896900e-03
7.093000e+00	1.846080e+00	1.878176e-05	4.750906e-03	3.953302e-03
7.093000e+00	1.853266e+00	1.932724e-05	4.819628e-03	4.010110e-03
7.093000e+00	1.860452e+00	1.988308e-05	4.888482e-03	4.067332e-03
7.093000e+00	1.867638e+00	2.044928e-05	4.957473e-03	4.124940e-03
7.093000e+00	1.874824e+00	2.102591e-05	5.026607e-03	4.182923e-03
7.093000e+00	1.882010e+00	2.161289e-05	5.095903e-03	4.241228e-03
7.093000e+00	1.889196e+00	2.221014e-05	5.165384e-03	4.299804e-03
7.093000e+00	1.896382e+00	2.281787e-05	5.235063e-03	4.358663e-03
7.093000e+00	1.903568e+00	2.343640e-05	5.304891e-03	4.417886e-03
7.093000e+00	1.910754e+00	2.406576e-05	5.374801e-03	4.477517e-03
7.093000e+00	1.917940e+00	2.470578e-05	5.444745e-03	4.537546e-03
7.093000e+00	1.925126e+00	2.535647e-05	5.514719e-03	4.597961e-03
7.093000e+00	1.932312e+00	2.601797e-05	5.584730e-03	4.658770e-03
7.093000e+00	1.939497e+00	2.669043e-05	5.654782e-03	4.719976e-03
7.093000e+00	1.946683e+00	2.737384e-05	5.724875e-03	4.781562e-03
7.093000e+00	1.953869e+00	2.806824e-05	5.795008e-03	4.843521e-03
7.093000e+00	1.961055e+00	2.877366e-05	5.865183e-03	4.905842e-03
7.093000e+00	1.968241e+00	2.949014e-05	5.935400e-03	4.968517e-03
7.093000e+00	1.975427e+00	3.021775e-05	6.005660e-03	5.031546e-03
7.093000e+00	1.982613e+00	3.095656e-05	6.075956e-03	5.094928e-03
7.093000e+00	1.989799e+00	3.170657e-05	6.146280e-03	5.158660e-03
7.093000e+00	1.996985e+00	3.246781e-05	6.216622e-03	5.222742e-03
7.093000e+00	2.004171e+00	3.324038e-05	6.286966e-03	5.287189e-03
7.093000e+00	2.011357e+00	3.402431e-05	6.357297e-03	5.352010e-03
7.093000e+00	2.018543e+00	3.481963e-05	6.427599e-03	5.417205e-03
7.093000e+00	2.025729e+00	3.562633e-05	6.497867e-03	5.482774e-03
7.093000e+00	2.032915e+00	3.644446e-05	6.568092e-03	5.548713e-03
7.093000e+00	2.040101e+00	3.727407e-05	6.638264e-03	5.615033e-03
7.093000e+00	2.047286e+00	3.811527e-05	6.708367e-03	5.681751e-03
7.093000e+00	2.054472e+00	3.896807e-05	6.778386e-03	5.748872e-03
7.093000e+00	2.061658e+00	3.983239e-05	6.848328e-03	5.816367e-03
7.093000e+00	2.068844e+00	4.070821e-05	6.918217e-03	5.884206e-03
7.093000e+00	2.076030e+00	4.159569e-05	6.988069e-03	5.952387e-03
7.093000e+00	2.083216e+00	4.249487e-05	7.057887e-03	6.020906e-03
7.093000e+00	2.090402e+00	4.340571e-05	7.127663e-03	6.089754e-03
7.093000e+00	2.097588e+00	4.432822e-05	7.197386e-03	6.158933e-03
7.093000e+00	2.104774e+00	4.526251e-05	7.267029e-03	6.228475e-03
7.093000e+00	2.111960e+00	4.620858e-05	7.336562e-03	6.298397e-03
7.093000e+00	2.119146e+00	4.716640e-05	7.405963e-03	6.368706e-03
7.093000e+00	2.126332e+00	4.813601e-05	7.475211e-03	6.439418e-03
7.093000e+00	2.133518e+00	4.911739e-05	7.544291e-03	6.510538e-03
7.093000e+00	2.140704e+00	5.011057e-05	7.613194e-03	6.582070e-03
7.093000e+00	2.147889e+00	5.111568e-05	7.681918e-03	6.654026e-03
7.093000e+00	2.155075e+00	5.213280e-05	7.750467e-03	6.726407e-03
7.093000e+00	2.162261e+00	5.316164e-05	7.818882e-03	6.799135e-03
7.093000e+00	2.169447e+00	5.420201e-05	7.887225e-03	6.872127e-03
7.093000e+00	2.176633e+00	5.525421e-05	7.955539e-03	6.945376e-03
7.093000e+00	2.183819e+00	5.631855e-05	8.023787e-03	7.018949e-03
7.093000e+00	2.191005e+00	5.739499e-05	8.091906e-03	7.092889e-03
7.093000e+00	2.198191e+00	5.848324e-05	8.159851e-03	7.167194e-03
7.093000e+00	2.205377e+00	5.958326e-05	8.227608e-03	7.241870e-03
7.093000e+00	2.212563e+00	6.069504e-05	8.295168e-03	7.316915e-03
7.093000e+00	2.219749e+00	6.181873e-05	8.362511e-03	7.392365e-03
7.093000e+00	2.226935e+00	6.295463e-05	8.429598e-03	7.468285e-03
7.093000e+00	2.234121e+00	6.410272e-05	8.496392e-03	7.544699e-03
7.093000e+00	2.241307e+00	6.526250e-05	8.562930e-03	7.621515e-03
7.093000e+00	2.248492e+00	6.643374e-05	8.629306e-03	7.698619e-03
7.093000e+00	2.255678e+00	6.761684e-05	8.695602e-03	7.775982e-03
7.093000e+00	2.262864e+00	6.881212e-05	8.761806e-03	7.853646e-03
7.093000e+00	2.270050e+00	7.001948e-05	8.827870e-03	7.931639e-03
7.093000e+00	2.277236e+00	7.123858e-05	8.893748e-03	8.009962e-03
7.093000e+00	2.284422e+00	7.246950e-05	8.959415e-03	8.088641e-03
7.093000e+00	2.291608e+00	7.371227e-05	9.024851e-03	8.167700e-03
7.093000e+00	2.298794e+00	7.496693e-05	9.090031e-03	8.247158e-03
7.093000e+00	2.305980e+00	7.623356e-05	9.154927e-03	8.327053e-03
7.093000e+00	2.313166e+00	7.751207e-05	9.219509e-03	8.407397e-03
7.093000e+00	2.320352e+00	7.880231e-05	9.283773e-03	8.488178e-03
7.093000e+00	2.327538e+00	8.010437e-05	9.347740e-03	8.569384e-03
7.093000e+00	2.334724e+00	8.141843e-05	9.411435e-03	8.651011e-03
7.093000e+00	2.341910e+00	8.274417e-05	9.474916e-03	8.732972e-03
7.093000e+00	2.349095e+00	8.408129e-05	9.538255e-03	8.815165e-03
7.093000e+00	2.356281e+00	8.543005e-05	9.601508e-03	8.897566e-03
7.093000e+00	2.363467e+00	8.679089e-05	9.664631e-03	8.980260e-03
7.093000e+00	2.370653e+00	8.816376e-05	9.727544e-03	9.063311e-03
7.093000e+00	2.377839e+00	8.954818e-05	9.790186e-03	9.146729e-03
7.093000e+00	2.385025e+00	9.094411e-05	9.852543e-03	9.230521e-03
7.093000e+00	2.392211e+00	9.235149e-05	9.914609e-03	9.314688e-03
7.093000e+00	2.399397e+00	9.377052e-05	9.976359e-03	9.399273e-03
7.093000e+00	2.406583e+00	9.520157e-05	1.003774e-02	9.484366e-03
7.093000e+00	2.413769e+00	9.664456e-05	1.009869e-02	9.570009e-03
7.093000e+00	2.420955e+00	9.809883e-05	1.015926e-02	9.656102e-03
7.093000e+00	2.428141e+00	9.956408e-05	1.021956e-02	9.742504e-03
7.093000e+00	2.435327e+00	1.010408e-04	1.027970e-02	9.829164e-03
7.093000e+00	2.442513e+00	1.025294e-04	1.033970e-02	9.916089e-03
7.093000e+00	2.449698e+00	1.040295e-04	1.039954e-02	1.000328e-02
7.093000e+00	2.456884e+00	1.055408e-04	1.045918e-02	1.009073e-02
7.093000e+00	2.464070e+00	1.070635e-04	1.051859e-02	1.017850e-02
7.093000e+00	2.471256e+00	1.085978e-04	1.057773e-02	1.026665e-02
7.093000e+00	2.478442e+00	1.101434e-04	1.063655e-02	1.035518e-02
7.093000e+00	2.485628e+00	1.117002e-04	1.069505e-02	1.044411e-02
7.093000e+00	2.492814e+00	1.132682e-04	1.075320e-02	1.053344e-02
7.093000e+00	2.500000e+00	1.148473e-04	1.081099e-02	1.062320e-02
