# Q2	W	Sigma_L(GeV^-2)	Sigma_T(GeV^-2)	R
1.800000e+01	1.501156e+00	1.119305e-06	2.258409e-04	4.956165e-03
1.800000e+01	1.508342e+00	1.145834e-06	2.290634e-04	5.002258e-03
1.800000e+01	1.515528e+00	1.172897e-06	2.323597e-04	5.047762e-03
1.800000e+01	1.522714e+00	1.200492e-06	2.357343e-04	5.092565e-03
1.800000e+01	1.529899e+00	1.228628e-06	2.391916e-04	5.136583e-03
1.800000e+01	1.537085e+00	1.257330e-06	2.427353e-04	5.179840e-03
1.800000e+01	1.544271e+00	1.286619e-06	2.463669e-04	5.222367e-03
1.800000e+01	1.551457e+00	1.316525e-06	2.500875e-04	5.264255e-03
1.800000e+01	1.558643e+00	1.347056e-06	2.539010e-04	5.305437e-03
1.800000e+01	1.565829e+00	1.378159e-06	2.578172e-04	5.345491e-03
1.800000e+01	1.573015e+00	1.409829e-06	2.618453e-04	5.384207e-03
1.800000e+01	1.580201e+00	1.442190e-06	2.659579e-04	5.422628e-03
1.800000e+01	1.587387e+00	1.475354e-06	2.700849e-04	5.462557e-03
1.800000e+01	1.594573e+00	1.509225e-06	2.741619e-04	5.504865e-03
1.800000e+01	1.601759e+00	1.543678e-06	2.781823e-04	5.549158e-03
1.800000e+01	1.608945e+00	1.578722e-06	2.821773e-04	5.594788e-03
1.800000e+01	1.616131e+00	1.614444e-06	2.861750e-04	5.641459e-03
1.800000e+01	1.623317e+00	1.650847e-06	2.901874e-04	5.688899e-03
1.800000e+01	1.630503e+00	1.687905e-06	2.942203e-04	5.736876e-03
1.800000e+01	1.637688e+00	1.725613e-06	2.982798e-04	5.785214e-03
1.800000e+01	1.644874e+00	1.763959e-06	3.023737e-04	5.833707e-03
1.800000e+01	1.652060e+00	1.802964e-06	3.065096e-04	5.882243e-03
1.800000e+01	1.659246e+00	1.842646e-06	3.106942e-04	5.930739e-03
1.800000e+01	1.666432e+00	1.882998e-06	3.149326e-04	5.979051e-03
1.800000e+01	1.673618e+00	1.924034e-06	3.192296e-04	6.027116e-03
1.800000e+01	1.680804e+00	1.965759e-06	3.235901e-04	6.074845e-03
1.800000e+01	1.687990e+00	2.008176e-06	3.280190e-04	6.122132e-03
1.800000e+01	1.695176e+00	2.051308e-06	3.325210e-04	6.168958e-03
1.800000e+01	1.702362e+00	2.095172e-06	3.370989e-04	6.215305e-03
1.800000e+01	1.709548e+00	2.139783e-06	3.417542e-04	6.261175e-03
1.800000e+01	1.716734e+00	2.185162e-06	3.464900e-04	6.306565e-03
1.800000e+01	1.723920e+00	2.231290e-06	3.513149e-04	6.351254e-03
1.800000e+01	1.731106e+00	2.278176e-06	3.562386e-04	6.395084e-03
1.800000e+01	1.738291e+00	2.325871e-06	3.612625e-04	6.438174e-03
1.800000e+01	1.745477e+00	2.374405e-06	3.663673e-04	6.480942e-03
1.800000e+01	1.752663e+00	2.423747e-06	3.715310e-04	6.523673e-03
1.800000e+01	1.759849e+00	2.473911e-06	3.767280e-04	6.566837e-03
1.800000e+01	1.767035e+00	2.524976e-06	3.819268e-04	6.611153e-03
1.800000e+01	1.774221e+00	2.576920e-06	3.870985e-04	6.657013e-03
1.800000e+01	1.781407e+00	2.629661e-06	3.922454e-04	6.704122e-03
1.800000e+01	1.788593e+00	2.683182e-06	3.973925e-04	6.751969e-03
1.800000e+01	1.795779e+00	2.737544e-06	4.025629e-04	6.800289e-03
1.800000e+01	1.802965e+00	2.792759e-06	4.077655e-04	6.848934e-03
1.800000e+01	1.810151e+00	2.848812e-06	4.130033e-04	6.897795e-03
1.800000e+01	1.817337e+00	2.905701e-06	4.182797e-04	6.946789e-03
1.800000e+01	1.824523e+00	2.963419e-06	4.236004e-04	6.995789e-03
1.800000e+01	1.831709e+00	3.021985e-06	4.289716e-04	7.044721e-03
1.800000e+01	1.838894e+00	3.081421e-06	4.343985e-04	7.093535e-03
1.800000e+01	1.846080e+00	3.141721e-06	4.398853e-04	7.142136e-03
1.800000e+01	1.853266e+00	3.202900e-06	4.454361e-04	7.190481e-03
1.800000e+01	1.860452e+00	3.264966e-06	4.510542e-04	7.238523e-03
1.800000e+01	1.867638e+00	3.327923e-06	4.567431e-04	7.286202e-03
1.800000e+01	1.874824e+00	3.391790e-06	4.625060e-04	7.333505e-03
1.800000e+01	1.882010e+00	3.456577e-06	4.683467e-04	7.380380e-03
1.800000e+01	1.889196e+00	3.522295e-06	4.742696e-04	7.426779e-03
1.800000e+01	1.896382e+00	3.588978e-06	4.802781e-04	7.472708e-03
1.800000e+01	1.903568e+00	3.656614e-06	4.863715e-04	7.518150e-03
1.800000e+01	1.910754e+00	3.725183e-06	4.925481e-04	7.563086e-03
1.800000e+01	1.917940e+00	3.794720e-06	4.987963e-04	7.607755e-03
1.800000e+01	1.925126e+00	3.865337e-06	5.050776e-04	7.652957e-03
1.800000e+01	1.932312e+00	3.937019e-06	5.113502e-04	7.699261e-03
1.800000e+01	1.939497e+00	4.009658e-06	5.175976e-04	7.746670e-03
1.800000e+01	1.946683e+00	4.083223e-06	5.238409e-04	7.794776e-03
1.800000e+01	1.953869e+00	4.157777e-06	5.301035e-04	7.843331e-03
1.800000e+01	1.961055e+00	4.233360e-06	5.363974e-04	7.892207e-03
1.800000e+01	1.968241e+00	4.309946e-06	5.427256e-04	7.941300e-03
1.800000e+01	1.975427e+00	4.387527e-06	5.490905e-04	7.990534e-03
1.800000e+01	1.982613e+00	4.466091e-06	5.554968e-04	8.039814e-03
1.800000e+01	1.989799e+00	4.545651e-06	5.619499e-04	8.089067e-03
1.800000e+01	1.996985e+00	4.626233e-06	5.684548e-04	8.138259e-03
1.800000e+01	2.004171e+00	4.707834e-06	5.750155e-04	8.187316e-03
1.800000e+01	2.011357e+00	4.790461e-06	5.816356e-04	8.236190e-03
1.800000e+01	2.018543e+00	4.874129e-06	5.883182e-04	8.284851e-03
1.800000e+01	2.025729e+00	4.958837e-06	5.950661e-04	8.333253e-03
1.800000e+01	2.032915e+00	5.044603e-06	6.018820e-04	8.381382e-03
1.800000e+01	2.040101e+00	5.131437e-06	6.087692e-04	8.429198e-03
1.800000e+01	2.047286e+00	5.219340e-06	6.157327e-04	8.476633e-03
1.800000e+01	2.054472e+00	5.308341e-06	6.227766e-04	8.523668e-03
1.800000e+01	2.061658e+00	5.398452e-06	6.298997e-04	8.570335e-03
1.800000e+01	2.068844e+00	5.489651e-06	6.370969e-04	8.616665e-03
1.800000e+01	2.076030e+00	5.581931e-06	6.443602e-04	8.662750e-03
1.800000e+01	2.083216e+00	5.675385e-06	6.516639e-04	8.709067e-03
1.800000e+01	2.090402e+00	5.770041e-06	6.589760e-04	8.756073e-03
1.800000e+01	2.097588e+00	5.865825e-06	6.662752e-04	8.803906e-03
1.800000e+01	2.104774e+00	5.962678e-06	6.735745e-04	8.852292e-03
1.800000e+01	2.111960e+00	6.060631e-06	6.808930e-04	8.901004e-03
1.800000e+01	2.119146e+00	6.159735e-06	6.882437e-04	8.949934e-03
1.800000e+01	2.126332e+00	6.259983e-06	6.956294e-04	8.999020e-03
1.800000e+01	2.133518e+00	6.361368e-06	7.030517e-04	9.048223e-03
1.800000e+01	2.140704e+00	6.463886e-06	7.105136e-04	9.097484e-03
1.800000e+01	2.147889e+00	6.567534e-06	7.180192e-04	9.146739e-03
1.800000e+01	2.155075e+00	6.672330e-06	7.255725e-04	9.195953e-03
1.800000e+01	2.162261e+00	6.778275e-06	7.331771e-04	9.245072e-03
1.800000e+01	2.169447e+00	6.885364e-06	7.408359e-04	9.294047e-03
1.800000e+01	2.176633e+00	6.993609e-06	7.485516e-04	9.342855e-03
1.800000e+01	2.183819e+00	7.103022e-06	7.563259e-04	9.391484e-03
1.800000e+01	2.191005e+00	7.213621e-06	7.641597e-04	9.439939e-03
1.800000e+01	2.198191e+00	7.325415e-06	7.720557e-04	9.488195e-03
1.800000e+01	2.205377e+00	7.438381e-06	7.800206e-04	9.536134e-03
1.800000e+01	2.212563e+00	7.552523e-06	7.880609e-04	9.583679e-03
1.800000e+01	2.219749e+00	7.667889e-06	7.961745e-04	9.630915e-03
1.800000e+01	2.226935e+00	7.784503e-06	8.043459e-04	9.678054e-03
1.800000e+01	2.234121e+00	7.902340e-06	8.125594e-04	9.725246e-03
1.800000e+01	2.241307e+00	8.021403e-06	8.208013e-04	9.772648e-03
1.800000e+01	2.248492e+00	8.141719e-06	8.290596e-04	9.820426e-03
1.800000e+01	2.255678e+00	8.263270e-06	8.373246e-04	9.868657e-03
1.800000e+01	2.262864e+00	8.386021e-06	8.456014e-04	9.917227e-03
1.800000e+01	2.270050e+00	8.509982e-06	8.539014e-04	9.966001e-03
1.800000e+01	2.277236e+00	8.635193e-06	8.622342e-04	1.001490e-02
1.800000e+01	2.284422e+00	8.761645e-06	8.706029e-04	1.006388e-02
1.800000e+01	2.291608e+00	8.889324e-06	8.790090e-04	1.011289e-02
1.800000e+01	2.298794e+00	9.018225e-06	8.874545e-04	1.016190e-02
1.800000e+01	2.305980e+00	9.148351e-06	8.959420e-04	1.021087e-02
1.800000e+01	2.313166e+00	9.279722e-06	9.044744e-04	1.025980e-02
1.800000e+01	2.320352e+00	9.412347e-06	9.130543e-04	1.030864e-02
1.800000e+01	2.327538e+00	9.546214e-06	9.216840e-04	1.035736e-02
1.800000e+01	2.334724e+00	9.681327e-06	9.303658e-04	1.040594e-02
1.800000e+01	2.341910e+00	9.817697e-06	9.391007e-04	1.045436e-02
1.800000e+01	2.349095e+00	9.955340e-06	9.478891e-04	1.050264e-02
1.800000e+01	2.356281e+00	1.009427e-05	9.567321e-04	1.055078e-02
1.800000e+01	2.363467e+00	1.023446e-05	9.656351e-04	1.059868e-02
1.800000e+01	2.370653e+00	1.037589e-05	9.746050e-04	1.064625e-02
1.800000e+01	2.377839e+00	1.051860e-05	9.836415e-04	1.069353e-02
1.800000e+01	2.385025e+00	1.066267e-05	9.927233e-04	1.074082e-02
1.800000e+01	2.392211e+00	1.080807e-05	1.001826e-03	1.078837e-02
1.800000e+01	2.399397e+00	1.095474e-05	1.010936e-03	1.083623e-02
1.800000e+01	2.406583e+00	1.110267e-05	1.020060e-03	1.088433e-02
1.800000e+01	2.413769e+00	1.125189e-05	1.029204e-03	1.093262e-02
1.800000e+01	2.420955e+00	1.140243e-05	1.038373e-03	1.098105e-02
1.800000e+01	2.428141e+00	1.155427e-05	1.047570e-03	1.102959e-02
1.800000e+01	2.435327e+00	1.170739e-05	1.056798e-03	1.107817e-02
1.800000e+01	2.442513e+00	1.186180e-05	1.066058e-03	1.112678e-02
1.800000e+01	2.449698e+00	1.201750e-05	1.075354e-03	1.117539e-02
1.800000e+01	2.456884e+00	1.217449e-05	1.084686e-03	1.122398e-02
1.800000e+01	2.464070e+00	1.233278e-05	1.094058e-03	1.127252e-02
1.800000e+01	2.471256e+00	1.249237e-05	1.103470e-03	1.132099e-02
1.800000e+01	2.478442e+00	1.265327e-05	1.112924e-03	1.136939e-02
1.800000e+01	2.485628e+00	1.281546e-05	1.122421e-03	1.141769e-02
1.800000e+01	2.492814e+00	1.297896e-05	1.131963e-03	1.146588e-02
1.800000e+01	2.500000e+00	1.314376e-05	1.141552e-03	1.151394e-02
